Date,Cow,Body Weight (kg),Daily Hay Dry matter (kg),hay intake fresh
2022-02-06,Cow 9,394.81481810715707,25.69454263546344,55.94884515708697
2022-01-09,Cow 20,595.28975779789,23.8187261679188,80.11585389968985
2022-01-22,Cow 49,567.6391944206582,21.35954419936241,37.88431300860235
2022-01-14,Cow 18,507.501817692984,15.59254127437047,53.46906846201655
2022-01-29,Cow 4,483.2951191632151,16.086632375333878,54.82232949100558
2022-02-23,Cow 24,582.3616540892527,19.867154451621463,58.53286865484723
2022-01-09,Cow 7,381.0240783575982,16.392498998149588,58.52935320574252
2022-01-05,Cow 40,467.8721848801332,16.601959618993657,39.58543473059544
2022-01-28,Cow 55,414.8954056054348,6.626756231418987,36.24546559359283
2022-02-07,Cow 38,606.84153259931,20.413786890685813,62.74802743442502
2022-02-14,Cow 51,363.44651036731057,20.08384791254329,65.64574795827747
2022-03-01,Cow 11,418.8740885604997,17.448126587182088,51.6797113136622
2022-01-04,Cow 24,415.77898520511656,23.55204771131747,45.82061045741874
2022-01-18,Cow 38,309.6370796012741,23.706304875782404,42.6052996355641
2022-01-21,Cow 54,518.0393848534441,14.898142620543288,48.405867413483634
2022-02-01,Cow 8,335.6509441343216,8.50479029556545,54.34444799919873
2022-01-31,Cow 33,354.3486597833228,26.1008676079318,46.16094821755239
2022-02-25,Cow 36,474.0110861944847,18.05853583922803,69.16388774029465
2022-03-01,Cow 48,458.292216271804,16.836261825009046,52.6033523065423
2022-02-07,Cow 11,446.8772085819215,15.336935260438628,57.744755019083016
2022-01-09,Cow 22,365.4785798194938,23.55083212572071,49.84309192030641
2022-01-28,Cow 23,573.5828489531535,34.33910588289472,46.10712871736476
2022-02-25,Cow 39,312.77106742312685,26.033381130855688,56.52829667754485
2022-01-03,Cow 15,473.64149561178897,18.84314494920878,51.29896412417224
2022-01-22,Cow 42,448.8186130850663,16.173031699093702,60.98365425403385
2022-01-30,Cow 57,579.7643407743158,21.518828678897584,64.12621243130383
2022-02-14,Cow 42,483.5643308669648,22.402311024369453,39.44100480424882
2022-02-11,Cow 49,471.3170329694366,21.872459660585744,38.8964129991116
2022-01-30,Cow 15,552.6623866219344,19.92452819901748,54.85944170699776
2022-01-26,Cow 50,405.202627468531,28.145478617110875,67.25580898091312
2022-02-24,Cow 57,453.04856201425065,27.04918235998035,45.586645013330326
2022-01-28,Cow 28,476.06106898425,15.379379871029776,30.95375474215332
2022-01-16,Cow 23,323.8384202681702,18.66054394778637,52.845411476169765
2022-01-06,Cow 40,460.4133573792767,12.94993948715027,70.78991241238222
2022-01-08,Cow 32,318.816189857448,16.89732779791656,38.97189591727413
2022-01-25,Cow 57,423.217607595106,28.45842558431982,56.26823268939271
2022-02-11,Cow 47,738.3056292309582,18.0742577691658,54.09559267199402
2022-01-25,Cow 1,441.7815152837409,11.479419618110114,42.32428870576519
2022-02-08,Cow 7,525.344597947137,21.683058824431576,59.90292871310473
2022-01-06,Cow 58,484.6574541440712,19.92657940104723,49.506842390452206
2022-01-22,Cow 20,491.4978649266348,20.924972481752253,57.10491320487254
2022-01-11,Cow 40,317.73825813549263,17.3369797236473,54.564032541990485
2022-01-28,Cow 30,443.0475110315604,26.34956848869597,45.38840806505552
2022-02-23,Cow 30,504.2690383657913,12.782420350902086,54.93291484891756
2022-02-05,Cow 59,485.2883255490517,23.228017277931265,57.05500011860831
2022-02-14,Cow 43,631.7730039085343,17.046744071338843,47.09778936969413
2022-01-27,Cow 52,349.40263041882696,23.308087352076004,46.62986136522453
2022-02-09,Cow 4,345.4910230169896,12.593304920284742,36.29479239978726
2022-02-14,Cow 58,453.9760903530721,24.31253385932015,50.83022275256166
2022-01-09,Cow 17,386.8477882915492,16.01797324494315,61.38962800265129
2022-01-13,Cow 58,447.5595386336401,17.089665107635305,50.47506303858459
2022-01-28,Cow 2,483.83775810545296,16.81047841039527,60.72055456123535
2022-01-06,Cow 56,472.9703961460914,25.978497308788757,49.50002834333165
2022-02-26,Cow 58,387.300767646382,18.048634782486747,57.63862513143536
2022-01-13,Cow 28,519.344718180082,25.05833119974776,65.25481267548699
2022-01-27,Cow 5,453.8330322441736,31.30990788854863,30.390285647493908
2022-01-13,Cow 37,461.4094450438298,14.974851925802556,59.37140165485259
2022-01-23,Cow 6,514.3890656974531,20.945810192827576,39.42512744334717
2022-02-03,Cow 30,487.3378151658062,26.16264336200396,49.29520993997348
2022-01-10,Cow 28,555.766175839212,17.963548230588998,43.06151677518061
2022-02-23,Cow 46,442.9823004385367,23.986422726752775,61.455422939937385
2022-01-06,Cow 4,530.9267422825931,20.31796538854679,34.53919396007667
2022-02-15,Cow 24,430.2604584399447,21.937454448757105,44.07865346001497
2022-02-21,Cow 50,379.5998683842598,19.210389921204527,57.35932179542039
2022-02-04,Cow 28,460.08706342262735,10.522390201020768,42.75830047287595
2022-01-26,Cow 36,537.2011609285672,25.86315902168872,31.918589246236408
2022-01-18,Cow 12,570.7860419398712,30.398080593165915,53.25901145238885
2022-02-07,Cow 43,506.49531661177576,29.61537298950994,58.13470488979316
2022-01-19,Cow 49,407.25690149139416,14.058910432282488,28.290661800465955
2022-02-06,Cow 46,470.6661267821384,13.27580327370356,45.76004714433044
2022-02-09,Cow 1,390.2303339895756,28.248665695212424,40.16726150556428
2022-02-22,Cow 49,455.0539067377351,19.442585101351337,49.46332000092629
2022-02-28,Cow 47,297.9186639159591,17.23964470904788,44.29727939795407
2022-02-25,Cow 25,242.87439275063187,20.75789481961201,64.41040286166967
2022-01-25,Cow 42,352.1280218533436,26.20908506549239,47.896506925626085
2022-01-31,Cow 23,397.56397672429335,17.269501075797226,55.49945895921152
2022-01-26,Cow 25,484.3070437370981,25.283584920798106,50.86750435147841
2022-02-05,Cow 33,530.1570086809467,22.97242270337749,46.3239614634994
2022-01-06,Cow 1,437.22113577108746,26.553478313691336,50.63549240660263
2022-02-11,Cow 27,351.3885752989943,19.221618288481743,49.59868070598024
2022-02-11,Cow 22,465.04942693036696,15.016449722976056,50.09167841236872
2022-01-28,Cow 57,398.8836835647679,18.991046176289835,55.25276162659368
2022-01-17,Cow 29,366.681247457284,17.80838276901583,43.75975591555669
2022-01-21,Cow 22,526.1061102503378,17.59375529285037,51.692736381214615
2022-01-05,Cow 22,398.024793168817,24.555016734003267,56.92283472237271
2022-02-20,Cow 7,533.5165277360265,24.88174419086022,49.9001187107982
2022-02-25,Cow 43,433.0824681302623,17.24080137607689,49.87763293680698
2022-01-10,Cow 56,412.0507566855481,22.26041135353335,42.04115934233605
2022-01-29,Cow 34,444.2427002825171,33.42895178427636,54.85825794115503
2022-02-23,Cow 13,602.3824608973782,24.788644697698704,49.07304198956621
2022-02-07,Cow 51,362.8598832794683,16.528557438789267,40.2604459546111
2022-01-19,Cow 60,535.5714569736624,22.626301067946574,48.66448029606958
2022-01-15,Cow 15,439.5698790459321,14.518689550791102,51.323373501304985
2022-01-31,Cow 39,508.35402977936656,23.5501424873088,64.0527261727076
2022-02-23,Cow 2,705.0809091259778,27.0128286702984,32.41330156214232
2022-01-05,Cow 29,436.1162640584489,14.947348870608158,69.66174293297539
2022-02-24,Cow 18,344.39327831814416,22.8082707633521,45.576339035631655
2022-02-25,Cow 48,408.198992839844,20.53838493290838,57.82269044378433
2022-01-25,Cow 26,560.4063822838673,28.53209058500598,64.06794932177336
2022-01-02,Cow 2,321.405865070358,22.34675000016764,46.84657818566111
2022-02-07,Cow 35,493.9515841274953,18.06997358990513,52.16266989715597
2022-01-08,Cow 58,462.74204315279695,18.091029472127826,49.386394318381576
2022-02-23,Cow 33,392.40073023789984,20.096826977504264,54.58167404183574
2022-01-04,Cow 7,434.7835810181266,22.439639762352414,46.82444636752163
2022-02-14,Cow 39,527.9952115177022,27.59162354877527,71.80843350311915
2022-01-12,Cow 27,258.07477410576,18.72637570524809,34.228042903799725
2022-02-23,Cow 9,232.9107891225177,25.75862188839557,44.28037124487496
2022-02-24,Cow 51,474.392514703697,10.720990595839986,32.48078712823945
2022-03-01,Cow 47,565.6277513349387,23.651331415748523,47.20623666880228
2022-01-30,Cow 40,396.09555236563614,23.91892250038665,25.197458007176976
2022-02-14,Cow 8,403.1852737708956,17.818422822603964,62.00652422663886
2022-02-17,Cow 14,553.5148656172494,20.57639358357044,39.77989011482867
2022-02-01,Cow 15,335.6580913503462,27.514876599237688,55.95092544038312
2022-02-20,Cow 12,618.9416834370437,4.591252236162273,45.78442131128463
2022-01-06,Cow 36,283.5261087893699,25.430752976869705,47.43148059584236
2022-01-27,Cow 21,493.9381100208199,15.84178085627466,59.361329969421085
2022-01-09,Cow 52,450.18744657620863,27.7224425241116,20.422332982827044
2022-01-08,Cow 27,522.4523003092629,13.051782296680043,42.6282300834856
2022-02-04,Cow 44,611.2204870295197,21.98442721625758,65.65032308340533
2022-02-10,Cow 49,479.9205184038898,26.827920335719167,52.36141263101455
2022-01-01,Cow 11,423.72246793192784,14.196627715812514,44.44442275957788
2022-01-15,Cow 5,414.0018375769909,21.12409402531456,41.0105976723586
2022-02-02,Cow 9,478.4166956687398,31.142971018705644,47.93507761103944
2022-02-05,Cow 3,390.9865236261639,29.331987640702597,34.43589798909687
2022-01-06,Cow 25,416.19029143169774,19.99545417371395,38.08429609384656
2022-01-08,Cow 3,652.4438283881426,30.37805649089178,50.932318853684784
2022-02-07,Cow 20,517.0126929292594,21.2982152060905,66.95697248654295
2022-01-12,Cow 25,501.3418294961829,18.63580172148901,50.76152763972437
2022-01-14,Cow 17,422.2883834471429,20.92824011568516,34.46434312621635
2022-01-14,Cow 19,367.0961192063442,15.362879980776691,70.06773475990236
2022-02-10,Cow 11,481.7260186279938,18.02426353514244,47.51995783825115
2022-01-04,Cow 3,499.8091069541118,15.582222663707672,62.03294598585559
2022-01-30,Cow 42,392.9054721362069,25.352661412126583,66.91409133118067
2022-01-11,Cow 23,487.4795008531916,22.12507767265075,40.7420978359758
2022-02-18,Cow 48,492.918432579852,15.709117675192331,60.992862749201024
2022-01-19,Cow 14,444.3664524332727,17.53067823341661,56.9760949830103
2022-01-31,Cow 7,424.5302999154001,17.32124242909827,30.354155845666924
2022-02-05,Cow 8,607.8419353422132,19.901791334220484,53.018657433307794
2022-02-12,Cow 48,490.27512471039984,24.0210407545797,60.72868434590326
2022-02-05,Cow 19,572.0347212061915,24.9986715991457,40.81048408035568
2022-02-06,Cow 17,572.1999555000835,10.044612029528462,63.30917579678125
2022-01-06,Cow 37,395.7468971634515,19.29415005940957,62.96253993799069
2022-01-04,Cow 54,384.4528873578444,23.407556461457773,41.167228204257285
2022-02-04,Cow 8,267.18041834833866,24.222907432925933,45.0751788300187
2022-01-04,Cow 47,388.3792500005472,21.11410689468638,53.43858615299129
2022-01-03,Cow 13,402.30724800907336,17.821343385213694,64.90501299038782
2022-02-28,Cow 33,356.4663924520967,31.957286263672103,47.38626582282347
2022-02-25,Cow 4,434.5703216993174,21.12610673102626,46.78201191769456
2022-02-27,Cow 27,623.6359198581453,7.693234205253459,44.05496513679892
2022-02-15,Cow 38,445.1148999332884,23.53665387049553,55.13307504728975
2022-01-28,Cow 35,406.5477323893846,19.006033455818624,65.43317110658224
2022-01-13,Cow 5,468.4007837656084,14.81940928405198,50.052955996490745
2022-02-12,Cow 2,459.145035258658,18.68611930570926,74.20510223458156
2022-01-04,Cow 31,425.75012347828016,17.009163516230824,38.10132356286097
2022-02-08,Cow 33,435.820731975107,23.43701039746647,71.43706948658944
2022-02-25,Cow 11,347.6560520312472,12.888790575780622,34.327773612470246
2022-01-05,Cow 21,552.3994959926979,27.974897226758976,42.474921171913365
2022-01-01,Cow 15,290.24445757914566,22.42115337190459,42.21413665972391
2022-03-01,Cow 17,479.1483391452044,18.73514877681209,40.34410214960275
2022-01-31,Cow 28,347.9767395526331,15.853316362810292,44.64274144669204
2022-02-12,Cow 33,423.8114651454484,22.91316873150948,50.13507129088341
2022-01-18,Cow 31,291.9121363296805,18.9668627522429,53.8901966695034
2022-01-25,Cow 14,515.0180399448122,21.32167451605027,38.35889761964162
2022-01-09,Cow 21,495.6506535123499,19.16850763836507,52.87732096869588
2022-02-24,Cow 6,423.94986723165135,20.58936482382089,45.33155435180302
2022-02-10,Cow 4,471.35745647080734,17.197773820767225,71.97489152127658
2022-01-02,Cow 24,481.16432282381663,22.55451557999485,56.376119112686695
2022-02-02,Cow 5,495.1184549451106,17.61617770923315,62.41404349067645
2022-03-01,Cow 55,407.4851180115351,12.15681585866812,52.5462482625864
2022-01-24,Cow 28,179.90300117471094,20.232551791624772,33.82826464287528
2022-02-21,Cow 7,644.4684898856079,21.78099065857803,40.78156859474267
2022-01-22,Cow 16,308.0523648557154,17.01093140669814,63.63125805100815
2022-02-05,Cow 2,470.20272895592046,12.902330492099011,49.24924252813212
2022-01-10,Cow 11,346.5822529831352,26.536444285329377,30.655420568621096
2022-01-05,Cow 56,441.9162461289784,20.1449534972636,45.43398836673278
2022-01-11,Cow 14,599.3383809829294,20.838733233954784,49.04868121571776
2022-02-12,Cow 54,422.8256351974884,27.61865952759872,60.75416200482361
2022-02-15,Cow 36,272.26690619911903,22.065538929799427,50.91385457791488
2022-01-10,Cow 46,360.6298045895993,23.752391619250457,44.78976791828329
2022-02-26,Cow 39,338.6861591725025,24.96348486154777,48.46106800631715
2022-01-22,Cow 56,500.9433811781017,24.061648285250232,51.11390378620641
2022-01-24,Cow 4,591.9589443152229,16.899908802196215,70.34493763440264
2022-01-04,Cow 51,436.45559227302647,21.30989432413779,54.13145481648706
2022-01-26,Cow 41,558.7534451392067,22.523650319142444,36.836151780874616
2022-01-23,Cow 34,451.60551613373815,25.97452324883577,55.378125446599086
2022-02-28,Cow 4,432.6586863157476,12.78060145041384,37.83840199216301
2022-01-07,Cow 36,603.181130818828,20.035811338231703,42.24941163833501
2022-01-11,Cow 44,568.139877564508,22.777607809922547,37.69649919101272
2022-01-25,Cow 33,452.4721606588477,22.723309270557365,44.59237758806184
2022-02-03,Cow 26,421.1271901857979,25.999662827667343,60.39177783611
2022-02-12,Cow 1,510.3171134730287,9.311089522568674,49.00935391774431
2022-01-07,Cow 11,244.29593497610892,13.848752925996193,60.92109169855146
2022-02-16,Cow 33,406.1533897738061,23.13076074574287,42.28285569564502
2022-02-09,Cow 6,333.58269184478047,26.9272193472892,62.96575224869749
2022-01-10,Cow 21,354.06849179311223,18.17427111244427,37.16798434648162
2022-02-12,Cow 18,559.9121508741672,23.7603259410333,38.96149801508295
2022-01-27,Cow 41,339.53573659916475,18.94693563059593,42.08975374982291
2022-01-07,Cow 7,411.2015371324924,22.323457341220937,48.57217367379137
2022-01-09,Cow 29,437.7875720275046,14.802205039234195,50.50740039490091
2022-01-19,Cow 18,548.3560915227903,27.266931629627585,52.08596926184605
2022-02-09,Cow 27,261.7216242684782,28.20053262607405,53.99926276024958
2022-02-11,Cow 7,435.8432362965796,14.780145136389027,50.71182655255003
2022-01-15,Cow 17,491.6327717355938,15.806252112842309,44.22890794448036
2022-01-08,Cow 21,451.92332065576255,21.76056058675421,56.61143400235072
2022-02-11,Cow 51,369.180326868856,25.214963767186227,54.93893614177252
2022-01-13,Cow 2,396.0427193428471,7.306068264525932,62.41722710538596
2022-02-26,Cow 8,404.3214625897703,18.659861812027057,66.21881699443595
2022-01-08,Cow 45,356.27293362258087,26.7129835757653,50.045943100116375
2022-01-20,Cow 16,485.9185182037977,20.463258774963226,58.91689758109401
2022-02-19,Cow 27,421.0966221862676,19.914702303338142,58.68476530243481
2022-02-17,Cow 16,440.3198541930348,24.30312958826017,48.81073824698547
2022-02-26,Cow 14,239.9293041883542,30.368282304723078,50.37854992939092
2022-02-12,Cow 23,403.6887165990444,15.301814940602112,52.67490162782259
2022-01-03,Cow 50,507.53693092830537,25.308177144699457,49.782140089747394
2022-02-08,Cow 48,550.4762299216717,18.45648888695613,46.61061876682576
2022-01-19,Cow 43,336.2603056767838,18.39290532930752,42.08705774957755
2022-01-01,Cow 53,582.5178276919478,24.486182994415596,35.099784473398394
2022-01-04,Cow 34,583.041346322985,21.603534206394087,40.94140328924488
2022-02-22,Cow 35,604.0814049698552,19.693313881852056,43.14238357396156
2022-01-13,Cow 45,533.2332658894421,23.549044075741023,53.783425300121664
2022-01-11,Cow 9,507.4043004821589,19.774491954252472,45.55217664117929
2022-01-15,Cow 12,602.2795178462613,8.923396231540117,52.17910157706788
2022-02-26,Cow 6,528.1742985164394,13.332955431135687,55.89507180000447
2022-01-25,Cow 24,522.2029146962001,15.207405377079834,50.22370636622063
2022-02-02,Cow 47,377.4200786866118,14.879361155535047,57.80986503356365
2022-01-28,Cow 8,219.15318430123168,19.153071703959924,47.127950348774704
2022-01-25,Cow 10,643.037706400321,11.291116061497435,34.17568910125707
2022-02-22,Cow 15,353.97688975279016,21.86285514801901,50.77999942380912
2022-02-06,Cow 18,590.7774124613968,19.061217897780704,48.03181624420658
2022-02-27,Cow 2,381.87025108769626,21.616631120812997,39.31301544853076
2022-01-12,Cow 6,349.36055534765904,23.799043210855345,45.419213993400255
2022-01-13,Cow 43,274.9388539628112,25.996693961383173,59.53710641568921
2022-01-29,Cow 21,536.5242863519276,17.204860879819595,47.57161822150513
2022-02-21,Cow 35,416.56241762041606,20.63179983487341,59.854201891579706
2022-02-17,Cow 51,390.323152890884,14.582174281148212,51.72254046330071
2022-02-28,Cow 23,377.4080670184829,11.91136133447207,53.03267068509532
2022-02-18,Cow 46,150.39885268560158,17.042555400021072,67.9228146926488
2022-01-17,Cow 24,547.0452401477295,18.17586837917287,64.00927276446355
2022-01-05,Cow 25,336.4763562546383,12.408346372256602,45.36499132245741
2022-01-01,Cow 21,565.9638098337747,11.257375550117738,58.1318362544839
2022-02-09,Cow 16,587.7636783505366,14.510131318623136,57.039968338747016
2022-01-08,Cow 2,365.1890272517309,18.44846681049272,29.464994488556403
2022-01-18,Cow 57,484.569662715152,20.002169346870936,52.17345842157348
2022-01-17,Cow 17,711.2413850652704,20.046461434489952,58.45490673403296
2022-01-22,Cow 36,515.8927847867683,20.880661753378696,46.8027230219498
2022-01-13,Cow 25,430.53204480612914,21.803553840287343,51.91039261871534
2022-01-14,Cow 39,496.39189249508007,13.578027475649565,46.13055631695479
2022-01-28,Cow 53,375.3028600623279,24.07213975541075,50.60859719107768
2022-01-13,Cow 59,346.5677082743851,19.875887880137636,41.626995691288414
2022-02-05,Cow 13,533.3623003324066,13.135772919082331,41.83489507795764
2022-01-23,Cow 12,559.1059394539167,26.02065531601667,45.92479880725466
2022-02-08,Cow 31,448.8117595126731,17.995092030683903,48.23878849077078
2022-01-24,Cow 18,501.06628384261126,19.05121834200088,56.74119003359339
2022-02-26,Cow 4,449.41081556007896,22.942965480575065,54.36288637014553
2022-02-22,Cow 60,459.187517337283,19.840133827700846,34.17837745003301
2022-02-12,Cow 20,621.1554644753755,31.120072660179403,41.66865053030504
2022-02-05,Cow 46,366.9619109262061,16.995730837292378,44.21956006642608
2022-01-17,Cow 7,259.4785955990177,22.296909360254023,44.04760735672338
2022-02-26,Cow 29,407.3971900139993,17.6500323247311,54.55053399210992
2022-02-23,Cow 32,435.8908095338708,14.726962660269816,63.01661795610627
2022-02-17,Cow 5,530.9477143094642,15.273656777066371,59.94938509899211
2022-01-22,Cow 13,573.1619845904247,24.86015608793216,53.30188218996102
2022-02-11,Cow 43,617.2326904872897,17.882063058934786,54.93461142696093
2022-01-03,Cow 60,625.639645801352,7.943793817964782,50.58135386036838
2022-01-04,Cow 20,449.9484223939043,24.95720371718083,46.63737720347129
2022-01-11,Cow 37,303.6156563166986,14.09986853392508,53.57398886777342
2022-02-02,Cow 38,299.0254740237715,11.9572088904351,53.54725064667856
2022-02-02,Cow 52,544.5685996041977,16.748898026010608,38.60099086313634
2022-02-09,Cow 42,427.7609216690095,27.78453125823165,50.36404057619794
2022-02-10,Cow 57,505.3484960924179,18.61174052947576,35.26713622198249
2022-02-28,Cow 53,456.6793649707012,22.89655395118544,44.47507936975336
2022-02-01,Cow 1,419.96361704710233,12.25649441277551,41.704176303096446
2022-02-11,Cow 48,614.7011898717618,13.942336016238972,32.929092263997035
2022-03-01,Cow 46,284.69858663392574,12.003964417304491,58.625403480318695
2022-02-23,Cow 15,346.43342608177795,18.490537828754576,47.87458126787027
2022-02-02,Cow 32,329.66570675795305,19.486888215014847,36.24851186290557
2022-01-07,Cow 8,644.4209444874341,10.845695128278276,53.235287684386535
