,Cow,Date,Body Weight (kg),Daily Hay Dry matter (kg),hay intake fresh
69,Cow 2,2022-01-10,452.9279034559253,12.870553684813252,53.50470589968539
70,Cow 2,2022-01-11,313.25393706433226,17.738506046396125,48.39798850869085
71,Cow 2,2022-01-12,534.013679519587,26.208779788325824,52.05144752657294
72,Cow 2,2022-01-13,417.925015194238,28.9929910959657,59.81224074845244
73,Cow 2,2022-01-14,562.2820602066141,26.534974574801133,69.75523604599952
74,Cow 2,2022-01-15,513.3160793019807,20.656983767566583,50.85711483546467
75,Cow 2,2022-01-16,403.11046294944765,20.431794676092554,40.13764164609107
76,Cow 2,2022-01-17,400.1994642346323,29.07682248975328,56.72439664923267
77,Cow 2,2022-01-18,165.57223704947683,18.226328267406043,59.98203932648007
78,Cow 2,2022-01-19,398.5226525638744,18.679213271828004,36.409290007559875
79,Cow 2,2022-01-20,630.2038507262578,23.125519935247652,62.996958249387774
80,Cow 2,2022-01-21,432.21221579295616,23.82092513987749,46.02397936953794
81,Cow 2,2022-01-22,627.5342031924827,29.046248339999927,57.107081185933694
82,Cow 2,2022-01-23,410.5573335156578,29.34374034020145,59.194112388106944
83,Cow 2,2022-01-24,481.5877506569398,19.616708985499354,43.87851220742747
84,Cow 2,2022-01-25,431.25536351528666,22.980282577042022,60.98665767032354
85,Cow 2,2022-01-26,476.20179672699186,25.53775411353815,67.95785523061093
86,Cow 2,2022-01-27,423.59141133798505,22.97633509752986,37.69346896777245
87,Cow 2,2022-01-28,466.007394611744,13.575670260919718,39.6190102106753
88,Cow 2,2022-01-29,578.5544709471865,19.153693846227632,51.61740904025087
89,Cow 2,2022-01-30,430.72759776625895,19.835500898822794,54.20571218996056
90,Cow 2,2022-01-31,321.91518908453116,29.174933938688337,33.22110663963376
91,Cow 2,2022-02-01,394.7434944099811,17.371210404769577,63.2147139137775
92,Cow 2,2022-02-02,404.8263616041967,19.09371678636722,52.649316592743475
93,Cow 2,2022-02-03,499.22419522058107,22.90812785610624,52.0012395492501
94,Cow 2,2022-02-04,496.05027516261174,21.129752310853576,65.00506608711763
95,Cow 2,2022-02-05,476.9670438994355,26.667680551481617,62.20033281441923
96,Cow 2,2022-02-06,478.7136686066617,27.650899491254002,34.66364733861781
97,Cow 2,2022-02-07,382.01186647072507,16.141662818939167,50.31395868284683
98,Cow 2,2022-02-08,666.2048763795618,26.248413873568808,61.052674876659054
99,Cow 2,2022-02-09,542.2335404340369,23.958177052611017,60.930077195882504
100,Cow 2,2022-02-10,508.52286032490844,16.21410571947736,62.24656687824355
101,Cow 2,2022-02-11,310.7937042779586,13.816399494268815,43.67584837286074
102,Cow 2,2022-02-12,444.5641482958904,18.151053076350625,42.68055096983262
103,Cow 2,2022-02-13,646.8480564107166,17.036151086597805,68.63235942169437
104,Cow 2,2022-02-14,482.4572547917836,19.29808843851847,45.76103321397236
105,Cow 2,2022-02-15,509.1523398003293,15.00642034881287,38.743533949928526
106,Cow 2,2022-02-16,460.5017295784202,16.963584854834583,51.486640049364716
107,Cow 2,2022-02-17,541.6324167182787,24.625634863323278,50.05076745993256
108,Cow 2,2022-02-18,637.4531063457862,18.75362314777803,22.839944203441842
109,Cow 2,2022-02-19,535.1973846845939,18.543104594202255,56.133620119458314
110,Cow 2,2022-02-20,561.4992930148825,12.533384675464744,54.196524124529724
111,Cow 2,2022-02-21,466.47414390572226,11.325736792147644,64.96057630671429
112,Cow 2,2022-02-22,511.0429651417688,18.652344283653765,47.487377635181545
113,Cow 2,2022-02-23,370.68416625284397,27.670651344043147,49.999181458489005
114,Cow 2,2022-02-24,495.76878287974665,28.840717691548186,47.60563947699942
115,Cow 2,2022-02-25,477.0866826454913,19.432842102712304,29.912308188320893
116,Cow 2,2022-02-26,358.17001181839123,24.44067907765918,42.708164567028824
117,Cow 2,2022-02-27,429.4599693014606,14.262735692344542,61.934102429760024
118,Cow 2,2022-02-28,591.9691194080568,16.066822138683676,50.96367126470716
119,Cow 2,2022-03-01,581.1285249212019,9.425938740647585,32.60246134886114
120,Cow 3,2022-01-01,407.36150036910834,21.333366051569463,49.329122289405134
121,Cow 3,2022-01-02,593.74000694307,17.66644327510638,41.79423322678669
122,Cow 3,2022-01-03,307.53292680694983,23.84925022372694,52.72683221376299
123,Cow 3,2022-01-04,522.3099980394747,21.082436026366548,44.63128381084092
124,Cow 3,2022-01-05,483.2606465986781,18.187346111181242,71.44203829092643
125,Cow 3,2022-01-06,456.15403381570746,19.842896995131817,53.72029690739557
126,Cow 3,2022-01-07,406.0408970782124,22.69410817698284,53.65881286872353
127,Cow 3,2022-01-08,389.23258028677895,15.152386785904286,47.04234851925742
128,Cow 3,2022-01-09,555.6537880728454,19.317200594555615,52.54703828294971
129,Cow 3,2022-01-10,523.100093609624,14.880510955625333,44.48544775634461
130,Cow 3,2022-01-11,408.0682510595667,21.319590175242077,52.725582463140015
131,Cow 3,2022-01-12,301.9503694449983,13.176227484300426,43.75300566196863
132,Cow 3,2022-01-13,335.7963887726489,14.691904083245245,55.50307538516191
133,Cow 3,2022-01-14,419.58053073121505,22.07993219449753,57.193173048537766
134,Cow 3,2022-01-15,447.06531740143555,10.2479202987449,54.80823483999694
135,Cow 3,2022-01-16,413.12694027345697,21.268867789081632,48.874618176474165
136,Cow 3,2022-01-17,486.1669941563131,30.568230862712298,58.193122585760435
137,Cow 3,2022-01-18,515.5169412303767,21.218376527607322,65.29095958406468
138,Cow 3,2022-01-19,538.0901704962185,19.628140073415242,48.50917875551287
139,Cow 3,2022-01-20,430.84628755588216,15.871839988532024,53.35938563622872
140,Cow 3,2022-01-21,550.7348522958138,17.06081622833715,42.21873728105049
141,Cow 3,2022-01-22,541.1560679995607,25.215406840151836,56.69126495429262
142,Cow 3,2022-01-23,478.664637145976,24.98285723817625,46.26199313175853
143,Cow 3,2022-01-24,303.2897452498813,19.189383836178422,53.04257163030212
144,Cow 3,2022-01-25,430.05794242750494,10.85505523965139,53.620959952795
145,Cow 3,2022-01-26,335.4246098273951,13.502694662621927,42.143045741187386
146,Cow 3,2022-01-27,463.69052163299756,17.39798422641632,47.174201394977324
147,Cow 3,2022-01-28,503.4983535451225,26.945273935066112,79.3499836886482
148,Cow 3,2022-01-29,358.84783332340953,24.572689009120708,54.06358632806211
149,Cow 3,2022-01-30,610.8267169173877,24.85547023873571,60.401866297954825
150,Cow 3,2022-01-31,578.1117548762502,27.362246461416454,37.66703934285843
151,Cow 3,2022-02-01,390.9411798748856,24.01464886424124,55.45248883410688
152,Cow 3,2022-02-02,558.9109821331967,16.46243712242604,39.28672046358477
153,Cow 3,2022-02-03,663.8054107269127,22.761860071033645,52.96051713477755
154,Cow 3,2022-02-04,437.751813767619,18.283416589264746,50.049256554606494
155,Cow 3,2022-02-05,465.2032362184997,25.729411733157853,45.99897367638813
156,Cow 3,2022-02-06,475.6397661810494,22.8116509799016,44.76921570351566
157,Cow 3,2022-02-07,461.3057169970974,19.892701710084484,38.611883051978154
158,Cow 3,2022-02-08,485.5630443545234,29.246835412681733,36.11171212800984
159,Cow 3,2022-02-09,449.4702883787803,24.77529811199345,59.89871140212412
160,Cow 3,2022-02-10,413.5751523743072,23.13377525032323,60.825843084883914
161,Cow 3,2022-02-11,346.4873223929217,23.63178185028781,66.11756790976486
162,Cow 3,2022-02-12,562.3082572084886,14.130332389723595,42.491716256430706
163,Cow 3,2022-02-13,542.7044242738847,18.42786599726592,35.552330782304665
164,Cow 3,2022-02-14,625.5106060836661,20.80303767540453,55.43708080674177
165,Cow 3,2022-02-15,523.5042875727381,19.72022432058469,56.376204687798854
166,Cow 3,2022-02-16,474.48206458553574,24.291222931811433,49.157274458293124
167,Cow 3,2022-02-17,387.93920583943526,20.047096211084362,62.61560258867256
168,Cow 3,2022-02-18,507.0693846048793,23.204763444921586,68.64427252562714
169,Cow 3,2022-02-19,328.4338056651279,26.533363845238053,45.953554812418005
170,Cow 3,2022-02-20,551.5179900945054,24.558088510947034,45.31405924272352
171,Cow 3,2022-02-21,501.4999180158379,16.04765095147908,37.57018722245027
172,Cow 3,2022-02-22,344.3462012696149,28.53137418173932,52.661320485954995
173,Cow 3,2022-02-23,558.3058737128069,22.034226128294332,41.33296362875601
174,Cow 3,2022-02-24,381.6537040776459,23.54125127003772,58.85787004735446
175,Cow 3,2022-02-25,442.91202152035265,19.34093820498615,47.07019469279808
176,Cow 3,2022-02-26,719.26127173638,20.275728636369482,46.986805054354235
177,Cow 3,2022-02-27,620.0218102767546,22.108280189827852,50.778522033351166
178,Cow 3,2022-02-28,458.0346701155787,21.817053581818584,66.78115377904089
179,Cow 3,2022-03-01,499.06817131639343,23.09201992453293,55.3910372704823
180,Cow 4,2022-01-01,302.0738386873056,20.465505781567753,33.72611049369754
181,Cow 4,2022-01-02,470.39301725476923,11.50924301076965,49.86582205557469
182,Cow 4,2022-01-03,452.7075121688148,26.133984237751093,63.160877167037135
183,Cow 4,2022-01-04,316.89781024388094,14.446915697311294,42.73797685064819
184,Cow 4,2022-01-05,568.7942257796844,15.118661377196021,50.151727893623004
185,Cow 4,2022-01-06,643.8876129106427,18.435222926472626,57.10597912716872
186,Cow 4,2022-01-07,533.4554870490912,20.915522466336753,50.14179823633197
187,Cow 4,2022-01-08,466.1866556881141,14.479407014992981,39.83614097071303
188,Cow 4,2022-01-09,566.8825478267113,19.506256479185563,44.977475982769754
189,Cow 4,2022-01-10,501.43409300322213,22.40346227270198,37.20322432042592
190,Cow 4,2022-01-11,602.2272090573838,21.597387082047526,32.080238566757046
191,Cow 4,2022-01-12,565.4632406769058,17.214519324766545,67.34232682427754
192,Cow 4,2022-01-13,392.42019306632767,20.92621510486365,51.558955438535925
193,Cow 4,2022-01-14,304.7935120321529,24.81770431800556,42.24097874465932
194,Cow 4,2022-01-15,606.2683413541054,21.67880405447869,40.95926066843596
195,Cow 4,2022-01-16,450.24373130048315,17.885363061001325,37.33214720585782
196,Cow 4,2022-01-17,661.1482306881093,15.233028671651809,71.5458750230068
197,Cow 4,2022-01-18,363.0771977396029,25.526926926117845,44.64447006016803
198,Cow 4,2022-01-19,225.1958407644312,20.203121013740024,55.6459290093898
199,Cow 4,2022-01-20,365.3461657102547,25.439232193505568,58.23233191110339
200,Cow 4,2022-01-21,461.9493490651612,22.205466303756126,57.00969602671185
201,Cow 4,2022-01-22,492.8147364712405,21.42488888550494,48.86522599039388
202,Cow 4,2022-01-23,421.20174035142287,24.585017191375528,52.29205161482296
203,Cow 4,2022-01-24,451.8302894593349,13.458125780149079,46.851452336204204
204,Cow 4,2022-01-25,539.713668123554,18.12471675245778,52.78323347347124
205,Cow 4,2022-01-26,409.79801784682206,16.06594311533287,44.12292364305637
206,Cow 4,2022-01-27,623.2932402686695,22.57758384275077,53.08864206511853
207,Cow 4,2022-01-28,563.8390068452745,22.70449457352148,47.960125753680394
208,Cow 4,2022-01-29,448.2791455484404,19.825325073047743,48.6718610417313
209,Cow 4,2022-01-30,597.0608370489244,19.969821516719612,52.145508811934114
210,Cow 4,2022-01-31,568.0817345860183,17.96008672858178,49.41891729382599
211,Cow 4,2022-02-01,428.16620554702996,28.200991286003976,53.63768777911881
212,Cow 4,2022-02-02,261.6888737740387,16.016732709909707,62.2515900467598
213,Cow 4,2022-02-03,672.6148502499386,18.86408693091949,38.00175363682325
214,Cow 4,2022-02-04,485.7621894032892,13.453549240304543,50.3286873827398
215,Cow 4,2022-02-05,607.2663392977796,25.956232379580904,67.4707267517784
216,Cow 4,2022-02-06,393.4627847749073,22.4565276739803,52.255549763339204
217,Cow 4,2022-02-07,451.1697539180378,15.194092113184215,47.09656151969191
218,Cow 4,2022-02-08,694.2405475318095,18.97768848269034,67.58462964409837
219,Cow 4,2022-02-09,399.2860810514756,15.814027299601559,36.169999878303685
220,Cow 4,2022-02-10,444.73631938525017,20.139181422659167,49.06594639290142
221,Cow 4,2022-02-11,385.91791377689214,21.03029382227201,56.81981295358633
222,Cow 4,2022-02-12,342.8439649517433,20.69126256909739,52.2266482269706
223,Cow 4,2022-02-13,425.01116435842476,12.598023684208105,30.07637217670011
224,Cow 4,2022-02-14,561.4959735779333,24.66932716866583,34.797547087584974
225,Cow 4,2022-02-15,601.7966116339582,15.85025235532822,57.887898283377666
226,Cow 4,2022-02-16,357.0516072990616,15.995581226916643,23.15309259135788
227,Cow 4,2022-02-17,419.682634298814,24.566865876652216,43.362135009001946
228,Cow 4,2022-02-18,440.3045357695521,17.19981795229154,62.40808834401007
229,Cow 4,2022-02-19,450.6641475513866,16.799973958013194,46.790581188945104
230,Cow 4,2022-02-20,464.1038090460088,15.992726569572826,63.33201589212659
231,Cow 4,2022-02-21,432.9144929023709,15.208989566890082,44.07735590745374
232,Cow 4,2022-02-22,525.2904745655924,22.300142646564204,58.1616179076421
233,Cow 4,2022-02-23,484.60834547268803,22.926239310524497,54.585258388079964
234,Cow 4,2022-02-24,380.24194588852697,11.340536926528026,43.94101821077842
235,Cow 4,2022-02-25,337.3986117763236,19.945048011829144,36.41153414774601
236,Cow 4,2022-02-26,507.48868313896014,23.46105395489129,66.79533963375113
237,Cow 4,2022-02-27,428.4550982064388,21.881391066295336,59.260054676719605
238,Cow 4,2022-02-28,490.5184078276712,20.179109957312026,24.490249660419884
239,Cow 4,2022-03-01,569.939713683855,20.924609569930432,37.92364176004833
240,Cow 5,2022-01-01,283.2236793190392,22.53087750352527,58.46366282339684
241,Cow 5,2022-01-02,481.8512569800604,16.580973819956064,55.64686640641626
242,Cow 5,2022-01-03,486.845725086008,15.183080119298108,50.20390011761972
243,Cow 5,2022-01-04,575.5828106888696,18.717140629367513,53.49935697931726
244,Cow 5,2022-01-05,625.5191799602526,23.29582244677416,56.14656720593989
245,Cow 5,2022-01-06,409.5919821368871,25.67355483060832,50.623472425494036
246,Cow 5,2022-01-07,585.436079263472,17.356725878798716,41.8379576599021
247,Cow 5,2022-01-08,308.34603074908966,27.357591689593164,46.614233437043254
248,Cow 5,2022-01-09,407.20205972831815,15.525118649432109,60.956354061062044
249,Cow 5,2022-01-10,473.68799578620855,15.896860575915529,47.427030397457166
250,Cow 5,2022-01-11,571.0024494832586,29.12215065189713,48.700679321781884
251,Cow 5,2022-01-12,501.3916155800336,29.09768009688458,73.32149058337713
252,Cow 5,2022-01-13,540.110175774437,26.72383413486093,47.28488737299524
253,Cow 5,2022-01-14,484.1221560541714,19.49164401141366,45.33649647842405
254,Cow 5,2022-01-15,484.230536521374,20.57583961272785,62.13280491592205
255,Cow 5,2022-01-16,415.2465856870434,17.740244216126946,52.02666012315358
256,Cow 5,2022-01-17,428.444213841467,17.800859402591758,40.62037725736671
257,Cow 5,2022-01-18,446.38264040732963,22.63770984274356,39.33525445822747
258,Cow 5,2022-01-19,533.6402270639481,18.800101646818167,43.19982121635638
259,Cow 5,2022-01-20,465.20522242263735,23.825342456342238,55.1043385397669
260,Cow 5,2022-01-21,454.07350189579506,22.34461760121916,29.20113377347322
261,Cow 5,2022-01-22,354.9549036713997,16.41144234988732,52.02826962254195
262,Cow 5,2022-01-23,475.6471111753937,20.416594432161745,51.67911497665437
263,Cow 5,2022-01-24,531.1047448896801,20.29577633152988,44.64930150182681
264,Cow 5,2022-01-25,499.19924946913244,24.24292998828535,41.413605312003824
265,Cow 5,2022-01-26,525.4824344040284,26.83433199891278,45.14074981128458
266,Cow 5,2022-01-27,533.2630837675158,26.711126313563074,53.44564983803944
267,Cow 5,2022-01-28,529.1046992311904,16.564052319031035,53.5146196245645
268,Cow 5,2022-01-29,545.6124279849837,14.764595883490486,58.62509503255764
269,Cow 5,2022-01-30,710.455685842049,18.166408664906967,38.20556131883225
270,Cow 5,2022-01-31,496.7543955118882,22.49995656031576,52.8967412483532
271,Cow 5,2022-02-01,552.3655373177978,23.289189386637254,52.165747131437826
272,Cow 5,2022-02-02,242.1613238243689,20.882381866533347,40.426254685353676
273,Cow 5,2022-02-03,357.08691153372547,17.38954591509937,42.879884557568545
274,Cow 5,2022-02-04,432.51068049586786,18.484256274169663,35.72472577222628
275,Cow 5,2022-02-05,288.37179718063146,24.74304920570573,62.976511613681204
276,Cow 5,2022-02-06,481.87815066435047,11.707395763064211,49.6157371000481
277,Cow 5,2022-02-07,295.52475940039255,25.306357230594223,47.64564952634081
278,Cow 5,2022-02-08,433.6237220503236,15.045475318772882,18.537429136139906
279,Cow 5,2022-02-09,518.5097032222538,23.678845298390154,76.98424760006915
280,Cow 5,2022-02-10,454.71116126321175,22.57006052922651,46.74728468178299
281,Cow 5,2022-02-11,455.4967288195459,20.41322644176251,33.3054517336055
282,Cow 5,2022-02-12,497.9110610585194,20.880051218893403,69.83144718043152
283,Cow 5,2022-02-13,567.7349330451258,19.461826073130887,40.610373821606395
284,Cow 5,2022-02-14,339.4318731565329,24.494713621954695,70.43549160548274
285,Cow 5,2022-02-15,482.8770181657601,19.786272815099647,49.59322103815518
286,Cow 5,2022-02-16,315.7183813293316,20.247198311236808,39.44662212823236
287,Cow 5,2022-02-17,547.6376939145198,18.085949174089045,27.22105346240733
288,Cow 5,2022-02-18,406.90760346665206,24.362310526745247,46.223709914839496
289,Cow 5,2022-02-19,383.3125863132813,26.679200968195886,55.29530430635616
290,Cow 5,2022-02-20,424.92095184203913,23.195531944264157,42.1897788871928
291,Cow 5,2022-02-21,406.9206772684543,25.513974322154034,25.318508195599122
292,Cow 5,2022-02-22,579.6249776714895,24.197069970397415,44.787607287657764
293,Cow 5,2022-02-23,494.63633245178926,22.276062044261554,45.11371163285983
294,Cow 5,2022-02-24,369.8626498556343,22.009053239886196,33.997268675777946
295,Cow 5,2022-02-25,440.08153074166,20.8220848686559,61.40196431911775
296,Cow 5,2022-02-26,436.7084599031264,18.142446200206017,22.861225834016516
297,Cow 5,2022-02-27,530.6244424469369,19.14698397886016,61.882539789013165
298,Cow 5,2022-02-28,571.0488762995197,14.252771306747317,42.712351829500136
299,Cow 5,2022-03-01,393.5634507036011,24.646193589719104,60.51792366911303
300,Cow 6,2022-01-01,480.16416678936446,22.67061494794304,42.592904124263015
301,Cow 6,2022-01-02,589.0508984091439,22.836677579596152,55.839882512148755
302,Cow 6,2022-01-03,561.1720874133451,18.945555888686215,45.24150331053161
303,Cow 6,2022-01-04,558.0428891308221,14.31109569093408,60.93152455951795
304,Cow 6,2022-01-05,317.1089849149474,17.561553031096945,49.80834075607586
305,Cow 6,2022-01-06,341.678794493022,15.294043635805279,49.692012593943474
306,Cow 6,2022-01-07,453.2048269640345,23.006956400031314,65.44195543716364
307,Cow 6,2022-01-08,514.0691430583521,20.268294128024998,73.04318300119351
308,Cow 6,2022-01-09,498.6206650211889,23.44159920758598,63.020536615795734
309,Cow 6,2022-01-10,309.7214096300744,21.063769186878158,38.693630215131805
310,Cow 6,2022-01-11,397.483931727863,12.947265171785928,51.15804883221715
311,Cow 6,2022-01-12,401.88865772593016,23.753435627125445,61.77453984816591
312,Cow 6,2022-01-13,345.62508521841926,16.38139020661663,47.59108498404973
313,Cow 6,2022-01-14,355.2965699962982,18.26344747482919,42.652070613825536
314,Cow 6,2022-01-15,443.3524499331105,31.757570154227725,56.519270475980036
315,Cow 6,2022-01-16,483.13378030622437,26.052760616809184,37.77632094464398
316,Cow 6,2022-01-17,470.04642888253625,22.994355187308283,56.96620290948103
317,Cow 6,2022-01-18,449.5903210499348,10.818782808536143,67.01582325458475
318,Cow 6,2022-01-19,449.74361875834524,18.96339341814487,41.23824869194447
319,Cow 6,2022-01-20,549.2418445816651,23.846015252120637,65.62464635553809
320,Cow 6,2022-01-21,494.9724634264111,14.113648478172507,71.94572607574732
321,Cow 6,2022-01-22,524.6748140765694,16.38284389131826,33.24577048003876
322,Cow 6,2022-01-23,362.5601070222474,25.990465412488987,50.52741649801355
323,Cow 6,2022-01-24,393.0682820668684,23.903980674721932,65.2457101436711
324,Cow 6,2022-01-25,678.356878776369,22.57964498700991,51.33567841793895
325,Cow 6,2022-01-26,586.5736548476688,18.545352950756342,43.86561832716508
326,Cow 6,2022-01-27,330.9802697367916,10.141238478894467,57.40602875884292
327,Cow 6,2022-01-28,320.5969141457987,10.10031284965663,41.461620062660444
328,Cow 6,2022-01-29,321.5161468352244,19.991832582597105,37.907212303694784
329,Cow 6,2022-01-30,365.2881170629896,24.789469830725213,58.18689610676642
330,Cow 6,2022-01-31,393.1733706229033,8.368262177334556,60.23366069817419
331,Cow 6,2022-02-01,440.3923493647335,19.27013146409005,49.82770992131559
332,Cow 6,2022-02-02,374.71158707664256,25.40832446083452,52.41324242043476
333,Cow 6,2022-02-03,484.49648280601195,19.70790286721202,54.72548749545245
334,Cow 6,2022-02-04,650.2330486983528,13.90369809629833,45.75722527373374
335,Cow 6,2022-02-05,446.2362482285028,14.78640442902468,50.82276755316039
336,Cow 6,2022-02-06,352.4103631539888,13.846076358624495,25.493719609458154
337,Cow 6,2022-02-07,662.825986783954,29.459001978273555,56.90443637008268
338,Cow 6,2022-02-08,503.32296871456833,14.800891877146382,55.93412815186199
339,Cow 6,2022-02-09,355.15805159999013,17.421742085768194,55.28943557208867
340,Cow 6,2022-02-10,571.8394784466709,18.560653482636738,54.39908908912567
341,Cow 6,2022-02-11,523.358145806963,21.12083238870439,47.852669122093516
342,Cow 6,2022-02-12,492.83316631170356,21.32705190122645,43.97689282364371
343,Cow 6,2022-02-13,376.14764281032313,20.912248349318393,48.84298568170612
344,Cow 6,2022-02-14,509.6806467684436,15.86037254188146,50.32874749898065
345,Cow 6,2022-02-15,547.3989181329156,16.284261309082673,29.73628111529679
346,Cow 6,2022-02-16,426.64067183880707,14.501339361131434,56.979289362867874
347,Cow 6,2022-02-17,596.1806059605376,21.717373574718515,47.90059247452469
348,Cow 6,2022-02-18,441.7430144459239,20.46188350520313,62.75316700127989
349,Cow 6,2022-02-19,474.0788427956104,23.591192357717127,62.54372396324381
350,Cow 6,2022-02-20,278.99814333452554,14.71911666620758,48.75323474422194
351,Cow 6,2022-02-21,469.9991840988406,14.305875254158058,63.60951725051741
352,Cow 6,2022-02-22,478.18063932619293,9.785180758506977,50.043325317682864
353,Cow 6,2022-02-23,638.9696672031569,25.534981442450572,32.52336753026145
354,Cow 6,2022-02-24,436.9927972901274,19.253870769821432,42.89713183830399
355,Cow 6,2022-02-25,339.23437789925276,18.629538991371657,44.60814081317315
356,Cow 6,2022-02-26,507.0189487173843,18.8819910371569,30.15292293626706
